"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"LTU","Lithuania","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",5309.502,,
"LTU","Lithuania","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",12027.928,,
"AUS","Australia","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"DEU","Germany","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",10680.365,,
"DEU","Germany","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"PRT","Portugal","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"PRT","Portugal","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CAN","Canada","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"CAN","Canada","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ESP","Spain","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",,"x","Data included in another category"
"ESP","Spain","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",91.887,,
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",106.05,,
"RUS","Russia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",,"x","Data included in another category"
"RUS","Russia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISR","Israel","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",2712.903,,
"ISR","Israel","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",,"x","Data included in another category"
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",12491.408,,
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"USA","United States","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"USA","United States","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"HUN","Hungary","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",458.601,,
"HUN","Hungary","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"KOR","Korea","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LUX","Luxembourg","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"LUX","Luxembourg","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISR","Israel","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",15400.123,"w","Includes data from another category"
"ISR","Israel","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",6696.216,,
"LVA","Latvia","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",2684.695,,
"MEX","Mexico","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
